,[1, 1],[2, 2],[3, 3],[4, 4],[5, 5],[6, 6],[7, 7],[8, 8],[9, 9],[10, 10],[11, 11],[12, 12]
[0, 0],[37.37, 42.44],[37.41, 42.27],[37.27, 42.05],[36.77, 42.17],[36.89, 41.75],[36.79, 41.67],[36.28, 42.08],[36.63, 41.69],[36.75, 41.67],[36.44, 42.28],[37.13, 42.04],[37.32, 42.29]
