,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]","[12, 12]"
"[0, 0]","[3.5844, 4.3589]","[3.709, 4.3712]","[3.5528, 4.5937]","[3.5966, 4.4942]","[3.6724, 4.255]","[3.2596, 4.4738]","[3.3084, 4.2862]","[3.3273, 4.2212]","[3.3576, 4.2168]","[3.4721, 4.1594]","[3.3908, 4.3133]","[3.4322, 4.3737]"
