,[1, 1],[2, 2],[3, 3],[4, 4],[5, 5],[6, 6],[7, 7],[8, 8],[9, 9],[10, 10],[11, 11],[12, 12]
[0, 0],[659.61, 1226.05],[735.52, 1161.51],[719.82, 1233.70],[784.05, 1261.58],[841.26, 1315.24],[436.72, 1821.91],[865.88, 1453.15],[671.19, 1642.48],[627.55, 1614.26],[624.58, 1503.73],[698.23, 1313.19],[751.88, 1172.79]

