,"[1, 1]","[2, 2]","[3, 3]","[4, 4]","[5, 5]","[6, 6]","[7, 7]","[8, 8]","[9, 9]","[10, 10]","[11, 11]","[12, 12]"
"[0, 0]","[269.50696, 388.21154]","[289.03506, 389.47660]","[258.66000, 429.77526]","[287.81840, 400.14279]","[300.36194, 386.17808]","[293.31812, 397.42707]","[263.74708, 432.57192]","[231.19334, 461.25109]","[283.24399, 390.72304]","[286.17310, 362.79561]","[278.77905, 354.69224]","[283.87159, 353.94834]"
