,[1, 1],[2, 2],[3, 3],[4, 4],[5, 5],[6, 6],[7, 7],[8, 8],[9, 9],[10, 10],[11, 11],[12, 12]
[0, 0],[33.76, 34.08],[33.67, 34.03],[31.19, 36.44],[33.73, 33.99],[33.73, 34.13],[33.86, 34.04],[33.82, 33.96],[32.38, 35.23],[28.35, 39.19],[33.71, 33.94],[33.79, 34.04],[33.68, 34.25]

