,[1, 1],[2, 2],[3, 3],[4, 4],[5, 5],[6, 6],[7, 7],[8, 8],[9, 9],[10, 10],[11, 11],[12, 12]
[0, 0],[2.27, 2.53],[2.28, 2.53],[2.29, 2.54],[2.29, 2.57],[2.32, 2.53],[2.31, 2.53],[2.31, 2.54],[2.31, 2.55],[2.32, 2.56],[2.32, 2.57],[2.32, 2.55],[2.30, 2.52]

