,[1, 1],[2, 2],[3, 3],[4, 4],[5, 5],[6, 6],[7, 7],[8, 8],[9, 9],[10, 10],[11, 11],[12, 12]
[0, 0],[7.59, 7.89],[7.64, 7.82],[7.69, 7.76],[7.66, 7.77],[7.64, 7.75],[7.59, 7.74],[7.55, 7.74],[7.53, 7.75],[7.48, 7.85],[7.46, 7.93],[7.45, 8.01],[7.68, 7.80]

